speaker,act,scene,line_number,text
Gentlewoman,5,1,2054,"Neither to you nor anyone, having no"
Gentlewoman,5,1,2055,witness to confirm my speech.
Gentlewoman,5,1,2056,"Lo you, here she comes. This is her very guise and,"
Gentlewoman,5,1,2057,"upon my life, fast asleep. Observe her; stand close."
Doctor,5,1,2058,How came she by that light?
Gentlewoman,5,1,2059,"Why, it stood by her. She has light by"
Gentlewoman,5,1,2060,her continually. ’Tis her command.
Doctor,5,1,2061,You see her eyes are open.
Gentlewoman,5,1,2062,"Ay, but their sense are shut."
Doctor,5,1,2063,What is it she does now? Look how she rubs
Doctor,5,1,2064,her hands.
Gentlewoman,5,1,2065,It is an accustomed action with her to
Gentlewoman,5,1,2066,seem thus washing her hands. I have known her
Gentlewoman,5,1,2067,continue in this a quarter of an hour.
Lady Macbeth,5,1,2068,Yet here’s a spot.
Doctor,5,1,2069,"Hark, she speaks. I will set down what comes"
Doctor,5,1,2070,"from her, to satisfy my remembrance the more"
Doctor,5,1,2071,strongly.
Lady Macbeth,5,1,2072,"Out, damned spot, out, I say! One. Two."
Lady Macbeth,5,1,2073,"Why then, ’tis time to do ’t. Hell is murky. Fie, my"
Lady Macbeth,5,1,2074,"lord, fie, a soldier and afeard? What need we fear"
Lady Macbeth,5,1,2075,"who knows it, when none can call our power to"
Lady Macbeth,5,1,2076,account? Yet who would have thought the old man
Lady Macbeth,5,1,2077,to have had so much blood in him?
Doctor,5,1,2078,Do you mark that?
Lady Macbeth,5,1,2079,The Thane of Fife had a wife. Where is
Lady Macbeth,5,1,2080,"she now? What, will these hands ne’er be clean? No"
Lady Macbeth,5,1,2081,"more o’ that, my lord, no more o’ that. You mar all"
Lady Macbeth,5,1,2082,with this starting.
Doctor,5,1,2083,"Go to, go to. You have known what you should"
Doctor,5,1,2084,not.
Gentlewoman,5,1,2085,"She has spoke what she should not,"
Gentlewoman,5,1,2086,I am sure of that. Heaven knows what she has
Gentlewoman,5,1,2087,known.
Lady Macbeth,5,1,2088,Here’s the smell of the blood still. All
Lady Macbeth,5,1,2089,the perfumes of Arabia will not sweeten this little
Lady Macbeth,5,1,2090,"hand. O, O, O!"
Doctor,5,1,2091,What a sigh is there! The heart is sorely
Doctor,5,1,2092,charged.
Gentlewoman,5,1,2093,I would not have such a heart in my
Gentlewoman,5,1,2094,bosom for the dignity of the whole body.
Doctor,5,1,2095,"Well, well, well."
Gentlewoman,5,1,2096,"Pray God it be, sir."
Doctor,5,1,2097,This disease is beyond my practice. Yet I have
Doctor,5,1,2098,"known those which have walked in their sleep,"
Doctor,5,1,2099,who have died holily in their beds.
Lady Macbeth,5,1,2100,Wash your hands. Put on your nightgown.
Lady Macbeth,5,1,2101,"Look not so pale. I tell you yet again, Banquo’s"
Lady Macbeth,5,1,2102,buried; he cannot come out on ’s grave.
Doctor,5,1,2103,Even so?
Lady Macbeth,5,1,2104,"To bed, to bed. There’s knocking at the"
Lady Macbeth,5,1,2105,"gate. Come, come, come, come. Give me your"
Lady Macbeth,5,1,2106,"hand. What’s done cannot be undone. To bed, to"
Lady Macbeth,5,1,2107,"bed, to bed."
Doctor,5,1,2108,Will she go now to bed?
Gentlewoman,5,1,2109,Directly.
Doctor,5,1,2110,Foul whisp’rings are abroad. Unnatural deeds
Doctor,5,1,2111,Do breed unnatural troubles. Infected minds
Doctor,5,1,2112,To their deaf pillows will discharge their secrets.
Doctor,5,1,2113,More needs she the divine than the physician.
Doctor,5,1,2114,"God, God forgive us all. Look after her."
Doctor,5,1,2115,Remove from her the means of all annoyance
Doctor,5,1,2116,"And still keep eyes upon her. So, good night."
Doctor,5,1,2117,"My mind she has mated, and amazed my sight."
Doctor,5,1,2118,I think but dare not speak.
Gentlewoman,5,1,2119,"Good night, good doctor."
Menteith,5,2,2120,"The English power is near, led on by Malcolm,"
Menteith,5,2,2121,"His uncle Siward, and the good Macduff."
Menteith,5,2,2122,"Revenges burn in them, for their dear causes"
Menteith,5,2,2123,Would to the bleeding and the grim alarm
Menteith,5,2,2124,Excite the mortified man.
Angus,5,2,2125,Near Birnam Wood
Angus,5,2,2126,Shall we well meet them. That way are they coming.
Caithness,5,2,2127,Who knows if Donalbain be with his brother?
Lennox,5,2,2128,"For certain, sir, he is not. I have a file"
Lennox,5,2,2129,Of all the gentry. There is Siward’s son
Lennox,5,2,2130,And many unrough youths that even now
Lennox,5,2,2131,Protest their first of manhood.
Menteith,5,2,2132,What does the tyrant?
Caithness,5,2,2133,Great Dunsinane he strongly fortifies.
Caithness,5,2,2134,Some say he’s mad; others that lesser hate him
Caithness,5,2,2135,Do call it valiant fury. But for certain
Caithness,5,2,2136,He cannot buckle his distempered cause
Caithness,5,2,2137,Within the belt of rule.
Angus,5,2,2138,Now does he feel
Angus,5,2,2139,His secret murders sticking on his hands.
Angus,5,2,2140,Now minutely revolts upbraid his faith-breach.
Angus,5,2,2141,"Those he commands move only in command,"
Angus,5,2,2142,Nothing in love. Now does he feel his title
Angus,5,2,2143,"Hang loose about him, like a giant’s robe"
Angus,5,2,2144,Upon a dwarfish thief.
Menteith,5,2,2145,"Who, then, shall blame"
Menteith,5,2,2146,His pestered senses to recoil and start
Menteith,5,2,2147,When all that is within him does condemn
Menteith,5,2,2148,Itself for being there?
Caithness,5,2,2149,"Well, march we on"
Caithness,5,2,2150,To give obedience where ’tis truly owed.
Caithness,5,2,2151,"Meet we the med’cine of the sickly weal,"
Caithness,5,2,2152,And with him pour we in our country’s purge
Caithness,5,2,2153,Each drop of us.
Lennox,5,2,2154,Or so much as it needs
Lennox,5,2,2155,To dew the sovereign flower and drown the weeds.
Lennox,5,2,2156,Make we our march towards Birnam.
Macbeth,5,3,2157,Bring me no more reports. Let them fly all.
Macbeth,5,3,2158,Till Birnam Wood remove to Dunsinane
Macbeth,5,3,2159,I cannot taint with fear. What’s the boy Malcolm?
Macbeth,5,3,2160,Was he not born of woman? The spirits that know
Macbeth,5,3,2161,All mortal consequences have pronounced me thus:
Macbeth,5,3,2162,"Fear not, Macbeth. No man that’s born of woman"
Macbeth,5,3,2163,"Shall e’er have power upon thee. Then fly, false"
Macbeth,5,3,2164,"thanes,"
Macbeth,5,3,2165,And mingle with the English epicures.
Macbeth,5,3,2166,The mind I sway by and the heart I bear
Macbeth,5,3,2167,Shall never sag with doubt nor shake with fear.
Macbeth,5,3,2168,"The devil damn thee black, thou cream-faced loon!"
Macbeth,5,3,2169,Where got’st thou that goose-look?
Servant,5,3,2170,There is ten thousand—
Macbeth,5,3,2171,"Geese, villain?"
Servant,5,3,2172,"Soldiers, sir."
Macbeth,5,3,2173,"Go prick thy face and over-red thy fear,"
Macbeth,5,3,2174,"Thou lily-livered boy. What soldiers, patch?"
Macbeth,5,3,2175,Death of thy soul! Those linen cheeks of thine
Macbeth,5,3,2176,"Are counselors to fear. What soldiers, whey-face?"
Servant,5,3,2177,"The English force, so please you."
Macbeth,5,3,2178,Take thy face hence.
Macbeth,5,3,2179,Seyton!—I am sick at heart
Macbeth,5,3,2180,"When I behold—Seyton, I say!—This push"
Macbeth,5,3,2181,Will cheer me ever or disseat me now.
Macbeth,5,3,2182,I have lived long enough. My way of life
Macbeth,5,3,2183,"Is fall’n into the sere, the yellow leaf,"
Macbeth,5,3,2184,"And that which should accompany old age,"
Macbeth,5,3,2185,"As honor, love, obedience, troops of friends,"
Macbeth,5,3,2186,"I must not look to have, but in their stead"
Macbeth,5,3,2187,"Curses, not loud but deep, mouth-honor, breath"
Macbeth,5,3,2188,Which the poor heart would fain deny and dare
Macbeth,5,3,2189,not.—
Macbeth,5,3,2190,Seyton!
Seyton,5,3,2191,What’s your gracious pleasure?
Macbeth,5,3,2192,What news more?
Seyton,5,3,2193,"All is confirmed, my lord, which was reported."
Macbeth,5,3,2194,I’ll fight till from my bones my flesh be hacked.
Macbeth,5,3,2195,Give me my armor.
Seyton,5,3,2196,’Tis not needed yet.
Macbeth,5,3,2197,I’ll put it on.
Macbeth,5,3,2198,Send out more horses. Skirr the country round.
Macbeth,5,3,2199,Hang those that talk of fear. Give me mine
Macbeth,5,3,2200,armor.—
Macbeth,5,3,2201,"How does your patient, doctor?"
Doctor,5,3,2202,"Not so sick, my lord,"
Doctor,5,3,2203,As she is troubled with thick-coming fancies
Doctor,5,3,2204,That keep her from her rest.
Macbeth,5,3,2205,Cure her of that.
Macbeth,5,3,2206,"Canst thou not minister to a mind diseased,"
Macbeth,5,3,2207,"Pluck from the memory a rooted sorrow,"
Macbeth,5,3,2208,"Raze out the written troubles of the brain,"
Macbeth,5,3,2209,And with some sweet oblivious antidote
Macbeth,5,3,2210,Cleanse the stuffed bosom of that perilous stuff
Macbeth,5,3,2211,Which weighs upon the heart?
Doctor,5,3,2212,Therein the patient
Doctor,5,3,2213,Must minister to himself.
Macbeth,5,3,2214,Throw physic to the dogs. I’ll none of it.—
Macbeth,5,3,2215,"Come, put mine armor on. Give me my staff."
Macbeth,5,3,2216,"Seyton, send out.—Doctor, the thanes fly from"
Macbeth,5,3,2217,me.—
Macbeth,5,3,2218,"Come, sir, dispatch.—If thou couldst, doctor, cast"
Macbeth,5,3,2219,"The water of my land, find her disease,"
Macbeth,5,3,2220,"And purge it to a sound and pristine health,"
Macbeth,5,3,2221,I would applaud thee to the very echo
Macbeth,5,3,2222,"That should applaud again.—Pull ’t off, I say.—"
Macbeth,5,3,2223,"What rhubarb, senna, or what purgative drug"
Macbeth,5,3,2224,Would scour these English hence? Hear’st thou of
Macbeth,5,3,2225,them?
Doctor,5,3,2226,"Ay, my good lord. Your royal preparation"
Doctor,5,3,2227,Makes us hear something.
Macbeth,5,3,2228,Bring it after me.—
Macbeth,5,3,2229,I will not be afraid of death and bane
Macbeth,5,3,2230,Till Birnam Forest come to Dunsinane.
Doctor,5,3,2231,"Were I from Dunsinane away and clear,"
Doctor,5,3,2232,Profit again should hardly draw me here.
Malcolm,5,4,2233,"Cousins, I hope the days are near at hand"
Malcolm,5,4,2234,That chambers will be safe.
Menteith,5,4,2235,We doubt it nothing.
Siward,5,4,2236,What wood is this before us?
Menteith,5,4,2237,The Wood of Birnam.
Malcolm,5,4,2238,Let every soldier hew him down a bough
Malcolm,5,4,2239,And bear ’t before him. Thereby shall we shadow
Malcolm,5,4,2240,The numbers of our host and make discovery
Malcolm,5,4,2241,Err in report of us.
Soldier(s),5,4,2242,It shall be done.
Siward,5,4,2243,We learn no other but the confident tyrant
Siward,5,4,2244,Keeps still in Dunsinane and will endure
Siward,5,4,2245,Our setting down before ’t.
Malcolm,5,4,2246,’Tis his main hope;
Malcolm,5,4,2247,"For, where there is advantage to be given,"
Malcolm,5,4,2248,"Both more and less have given him the revolt,"
Malcolm,5,4,2249,And none serve with him but constrainèd things
Malcolm,5,4,2250,Whose hearts are absent too.
Macduff,5,4,2251,Let our just censures
Macduff,5,4,2252,"Attend the true event, and put we on"
Macduff,5,4,2253,Industrious soldiership.
Siward,5,4,2254,The time approaches
Siward,5,4,2255,That will with due decision make us know
Siward,5,4,2256,What we shall say we have and what we owe.
Siward,5,4,2257,"Thoughts speculative their unsure hopes relate,"
Siward,5,4,2258,But certain issue strokes must arbitrate;
Siward,5,4,2259,"Towards which, advance the war."
Macbeth,5,5,2260,Hang out our banners on the outward walls.
Macbeth,5,5,2261,The cry is still They come! Our castle’s strength
Macbeth,5,5,2262,Will laugh a siege to scorn. Here let them lie
Macbeth,5,5,2263,Till famine and the ague eat them up.
Macbeth,5,5,2264,Were they not forced with those that should be
Macbeth,5,5,2265,"ours,"
Macbeth,5,5,2266,"We might have met them dareful, beard to beard,"
Macbeth,5,5,2267,And beat them backward home.
Macbeth,5,5,2268,What is that noise?
Seyton,5,5,2269,"It is the cry of women, my good lord."
Macbeth,5,5,2270,I have almost forgot the taste of fears.
Macbeth,5,5,2271,The time has been my senses would have cooled
Macbeth,5,5,2272,"To hear a night-shriek, and my fell of hair"
Macbeth,5,5,2273,Would at a dismal treatise rouse and stir
Macbeth,5,5,2274,As life were in ’t. I have supped full with horrors.
Macbeth,5,5,2275,"Direness, familiar to my slaughterous thoughts,"
Macbeth,5,5,2276,Cannot once start me.
Macbeth,5,5,2277,Wherefore was that cry?
Seyton,5,5,2278,"The Queen, my lord, is dead."
Macbeth,5,5,2279,She should have died hereafter.
Macbeth,5,5,2280,There would have been a time for such a word.
Macbeth,5,5,2281,Tomorrow and tomorrow and tomorrow
Macbeth,5,5,2282,Creeps in this petty pace from day to day
Macbeth,5,5,2283,"To the last syllable of recorded time,"
Macbeth,5,5,2284,And all our yesterdays have lighted fools
Macbeth,5,5,2285,"The way to dusty death. Out, out, brief candle!"
Macbeth,5,5,2286,"Life’s but a walking shadow, a poor player"
Macbeth,5,5,2287,That struts and frets his hour upon the stage
Macbeth,5,5,2288,And then is heard no more. It is a tale
Macbeth,5,5,2289,"Told by an idiot, full of sound and fury,"
Macbeth,5,5,2290,Signifying nothing.
Macbeth,5,5,2291,Thou com’st to use thy tongue: thy story quickly.
Messenger,5,5,2292,"Gracious my lord,"
Messenger,5,5,2293,"I should report that which I say I saw,"
Messenger,5,5,2294,But know not how to do ’t.
Macbeth,5,5,2295,"Well, say, sir."
Messenger,5,5,2296,"As I did stand my watch upon the hill,"
Messenger,5,5,2297,"I looked toward Birnam, and anon methought"
Messenger,5,5,2298,The Wood began to move.
Macbeth,5,5,2299,Liar and slave!
Messenger,5,5,2300,Let me endure your wrath if ’t be not so.
Messenger,5,5,2301,Within this three mile may you see it coming.
Messenger,5,5,2302,"I say, a moving grove."
Macbeth,5,5,2303,"If thou speak’st false,"
Macbeth,5,5,2304,Upon the next tree shall thou hang alive
Macbeth,5,5,2305,"Till famine cling thee. If thy speech be sooth,"
Macbeth,5,5,2306,I care not if thou dost for me as much.—
Macbeth,5,5,2307,I pull in resolution and begin
Macbeth,5,5,2308,"To doubt th’ equivocation of the fiend,"
Macbeth,5,5,2309,That lies like truth. Fear not till Birnam Wood
Macbeth,5,5,2310,"Do come to Dunsinane, and now a wood"
Macbeth,5,5,2311,"Comes toward Dunsinane.—Arm, arm, and out!—"
Macbeth,5,5,2312,"If this which he avouches does appear,"
Macbeth,5,5,2313,There is nor flying hence nor tarrying here.
Macbeth,5,5,2314,I ’gin to be aweary of the sun
Macbeth,5,5,2315,And wish th’ estate o’ th’ world were now
Macbeth,5,5,2316,undone.—
Macbeth,5,5,2317,"Ring the alarum bell!—Blow wind, come wrack,"
Macbeth,5,5,2318,At least we’ll die with harness on our back.
Malcolm,5,6,2319,Now near enough. Your leafy screens throw down
Malcolm,5,6,2320,"And show like those you are.—You, worthy uncle,"
Malcolm,5,6,2321,"Shall with my cousin, your right noble son,"
Malcolm,5,6,2322,Lead our first battle. Worthy Macduff and we
Malcolm,5,6,2323,"Shall take upon ’s what else remains to do,"
Malcolm,5,6,2324,According to our order.
Siward,5,6,2325,Fare you well.
Siward,5,6,2326,"Do we but find the tyrant’s power tonight,"
Siward,5,6,2327,Let us be beaten if we cannot fight.
Macduff,5,6,2328,"Make all our trumpets speak; give them all breath,"
Macduff,5,6,2329,Those clamorous harbingers of blood and death.
Macbeth,5,7,2330,"They have tied me to a stake. I cannot fly,"
Macbeth,5,7,2331,"But, bear-like, I must fight the course. What’s he"
Macbeth,5,7,2332,That was not born of woman? Such a one
Macbeth,5,7,2333,"Am I to fear, or none."
Young Siward,5,7,2334,What is thy name?
Macbeth,5,7,2335,Thou ’lt be afraid to hear it.
Young Siward,5,7,2336,"No, though thou call’st thyself a hotter name"
Young Siward,5,7,2337,Than any is in hell.
Macbeth,5,7,2338,My name’s Macbeth.
Young Siward,5,7,2339,The devil himself could not pronounce a title
Young Siward,5,7,2340,More hateful to mine ear.
Macbeth,5,7,2341,"No, nor more fearful."
Young Siward,5,7,2342,"Thou liest, abhorrèd tyrant. With my sword"
Young Siward,5,7,2343,I’ll prove the lie thou speak’st.
Macbeth,5,7,2344,Thou wast born of
Macbeth,5,7,2345,woman.
Macbeth,5,7,2346,"But swords I smile at, weapons laugh to scorn,"
Macbeth,5,7,2347,Brandished by man that’s of a woman born.
Macduff,5,7,2348,"That way the noise is. Tyrant, show thy face!"
Macduff,5,7,2349,"If thou beest slain, and with no stroke of mine,"
Macduff,5,7,2350,My wife and children’s ghosts will haunt me still.
Macduff,5,7,2351,"I cannot strike at wretched kerns, whose arms"
Macduff,5,7,2352,"Are hired to bear their staves. Either thou, Macbeth,"
Macduff,5,7,2353,Or else my sword with an unbattered edge
Macduff,5,7,2354,I sheathe again undeeded. There thou shouldst be;
Macduff,5,7,2355,"By this great clatter, one of greatest note"
Macduff,5,7,2356,"Seems bruited. Let me find him, Fortune,"
Macduff,5,7,2357,And more I beg not.
Siward,5,7,2358,"This way, my lord. The castle’s gently rendered."
Siward,5,7,2359,"The tyrant’s people on both sides do fight,"
Siward,5,7,2360,"The noble thanes do bravely in the war,"
Siward,5,7,2361,"The day almost itself professes yours,"
Siward,5,7,2362,And little is to do.
Malcolm,5,7,2363,We have met with foes
Malcolm,5,7,2364,That strike beside us.
Siward,5,7,2365,"Enter, sir, the castle."
Macbeth,5,8,2366,Why should I play the Roman fool and die
Macbeth,5,8,2367,"On mine own sword? Whiles I see lives, the gashes"
Macbeth,5,8,2368,Do better upon them.
Macduff,5,8,2369,"Turn, hellhound, turn!"
Macbeth,5,8,2370,Of all men else I have avoided thee.
Macbeth,5,8,2371,But get thee back. My soul is too much charged
Macbeth,5,8,2372,With blood of thine already.
Macduff,5,8,2373,I have no words;
Macduff,5,8,2374,"My voice is in my sword, thou bloodier villain"
Macduff,5,8,2375,Than terms can give thee out.
Macbeth,5,8,2376,Thou losest labor.
Macbeth,5,8,2377,As easy mayst thou the intrenchant air
Macbeth,5,8,2378,With thy keen sword impress as make me bleed.
Macbeth,5,8,2379,Let fall thy blade on vulnerable crests;
Macbeth,5,8,2380,"I bear a charmèd life, which must not yield"
Macbeth,5,8,2381,To one of woman born.
Macduff,5,8,2382,"Despair thy charm,"
Macduff,5,8,2383,And let the angel whom thou still hast served
Macduff,5,8,2384,Tell thee Macduff was from his mother’s womb
Macduff,5,8,2385,Untimely ripped.
Macbeth,5,8,2386,"Accursèd be that tongue that tells me so,"
Macbeth,5,8,2387,For it hath cowed my better part of man!
Macbeth,5,8,2388,And be these juggling fiends no more believed
Macbeth,5,8,2389,"That palter with us in a double sense,"
Macbeth,5,8,2390,That keep the word of promise to our ear
Macbeth,5,8,2391,And break it to our hope. I’ll not fight with thee.
Macduff,5,8,2392,"Then yield thee, coward,"
Macduff,5,8,2393,And live to be the show and gaze o’ th’ time.
Macduff,5,8,2394,"We’ll have thee, as our rarer monsters are,"
Macduff,5,8,2395,"Painted upon a pole, and underwrit"
Macduff,5,8,2396,Here may you see the tyrant.
Macbeth,5,8,2397,I will not yield
Macbeth,5,8,2398,To kiss the ground before young Malcolm’s feet
Macbeth,5,8,2399,And to be baited with the rabble’s curse.
Macbeth,5,8,2400,Though Birnam Wood be come to Dunsinane
Macbeth,5,8,2401,"And thou opposed, being of no woman born,"
Macbeth,5,8,2402,Yet I will try the last. Before my body
Macbeth,5,8,2403,"I throw my warlike shield. Lay on, Macduff,"
Macbeth,5,8,2404,And damned be him that first cries Hold! Enough!
Malcolm,5,8,2405,I would the friends we miss were safe arrived.
Siward,5,8,2406,Some must go off; and yet by these I see
Siward,5,8,2407,So great a day as this is cheaply bought.
Malcolm,5,8,2408,"Macduff is missing, and your noble son."
Ross,5,8,2409,"Your son, my lord, has paid a soldier’s debt."
Ross,5,8,2410,"He only lived but till he was a man,"
Ross,5,8,2411,The which no sooner had his prowess confirmed
Ross,5,8,2412,"In the unshrinking station where he fought,"
Ross,5,8,2413,But like a man he died.
Siward,5,8,2414,Then he is dead?
Ross,5,8,2415,"Ay, and brought off the field. Your cause of sorrow"
Ross,5,8,2416,"Must not be measured by his worth, for then"
Ross,5,8,2417,It hath no end.
Siward,5,8,2418,Had he his hurts before?
Ross,5,8,2419,"Ay, on the front."
Siward,5,8,2420,"Why then, God’s soldier be he!"
Siward,5,8,2421,"Had I as many sons as I have hairs,"
Siward,5,8,2422,I would not wish them to a fairer death;
Siward,5,8,2423,And so his knell is knolled.
Malcolm,5,8,2424,"He’s worth more sorrow, and that I’ll spend for"
Malcolm,5,8,2425,him.
Siward,5,8,2426,He’s worth no more.
Siward,5,8,2427,"They say he parted well and paid his score,"
Siward,5,8,2428,"And so, God be with him. Here comes newer"
Siward,5,8,2429,comfort.
Macduff,5,8,2430,"Hail, King! for so thou art. Behold where stands"
Macduff,5,8,2431,Th’ usurper’s cursèd head. The time is free.
Macduff,5,8,2432,"I see thee compassed with thy kingdom’s pearl,"
Macduff,5,8,2433,"That speak my salutation in their minds,"
Macduff,5,8,2434,Whose voices I desire aloud with mine.
Macduff,5,8,2435,"Hail, King of Scotland!"
Macduff,5,8,2436,"Hail, King of Scotland!"
Malcolm,5,8,2437,We shall not spend a large expense of time
Malcolm,5,8,2438,Before we reckon with your several loves
Malcolm,5,8,2439,And make us even with you. My thanes and
Malcolm,5,8,2440,"kinsmen,"
Malcolm,5,8,2441,"Henceforth be earls, the first that ever Scotland"
Malcolm,5,8,2442,"In such an honor named. What’s more to do,"
Malcolm,5,8,2443,"Which would be planted newly with the time,"
Malcolm,5,8,2444,As calling home our exiled friends abroad
Malcolm,5,8,2445,"That fled the snares of watchful tyranny,"
Malcolm,5,8,2446,Producing forth the cruel ministers
Malcolm,5,8,2447,Of this dead butcher and his fiend-like queen
Malcolm,5,8,2448,"(Who, as ’tis thought, by self and violent hands,"
Malcolm,5,8,2449,"Took off her life)—this, and what needful else"
Malcolm,5,8,2450,"That calls upon us, by the grace of grace,"
Malcolm,5,8,2451,"We will perform in measure, time, and place."
Malcolm,5,8,2452,"So thanks to all at once and to each one,"
Malcolm,5,8,2453,Whom we invite to see us crowned at Scone.
